text,label
я гений,positive
"@pushkapavlushka Время 4 часа ночи, я взоржала так, что проснулась соседка",positive
"заебали меня эти ебаные сайты, нигде, сука, фильм нормально не посмотреть, блять",negative
Завтракаю в книжном и вспоминаю лето https://t.co/aPIW3iyPYr,neutral
@vi_elyakova японские порошки и концентраты ),neutral
Как прекратить есть сладкое https://t.co/2h43fpV4GO,neutral
@HobiSunBTS0613 твой мозг— обожаю,positive
@BTS_twt ты блин лучший надеюсь лыба потому что узнал что у тебя есть деньги чтоб купить билет на чемов в питере,positive
@snob_project Нарышкин?он же клоун,negative
Я на автомате уже пятый день дохожу до двери...,neutral
@kachtanyi Дошел до ручки,negative
"посмотрите кто-нибудь ""импровизацию""..
я хочу кидать артонов хоть кому-то, пожалуйста ╥﹏╥
они же такие милые и новогодние..((",positive
"@polsan91 наездник, может,сразу лошадь",negative
@jxomichu я задарю тебя любовью но лопнуть не дам !!,positive
"как МАГ может вернуть любимого без ГРЕХА?? ? и вените ли вы, что белая https://t.co/ECvpB4wPgl",neutral
"@jl_yaywoo @jelly_is_alive Серьезно, шикарное аниме, я недавно пересматривал",positive
Сегодня день твайс я слушаю только их  https://t.co/RICzwybsPq,neutral
"@DRIVEyoucRazy89 Отличная работа! Я вами очень довольна. 5 баллов лично вам, и 30 Гриффиндору. Обещаю еще поблажку на экзамене /подмигнула/",positive
@jnemirine хорошо☺️,neutral
Хочу ехать за рулем Ауди и слушать татарские песни!!!,neutral
@shininwithyou8 вау😮,positive
Я хочу яблоко обожечки,positive
@TXT_members мы гордимся тобой 🥰,positive
"@myrevolutionrus С хулиганами, осуждёнными может, с народом - нет.",neutral
@HOOLIBRS Кто сказал,neutral
"В москве столько крутых мест.... Я хочу туда..... Наверняка и у нас есть некоторые, кроме стены где памятник битлз",positive
"я может съедаю одну шоколадку и пару конфет за две недели но на этом все 
а оно все портится",neutral
@raspberriesy Аналогично,neutral
Я всегда оставляю подсказки :(,negative
@aksioman Я опять не люблю тебя матерно!,negative
"Беседа «Интернет, как сфера распространения идеологии терроризма» https://t.co/zSzupxArIG",negative
"ужасно, я снова хорни.",negative
@olga_gunarsen Так 🗿🗿🗿,neutral
люблю наш город https://t.co/QBVBRCL5WZ,positive
у меня вопрос Что я вообще пишу мне пора спать но я НЕ МОГУ,negative
@USEmbBy @vits2014 Умылись сеча с путой ? !,negative
"— Я слежу за тобой, пидрила.
— Ну да, ну да... https://t.co/7hXoqS9M7t",negative
@_Melnichenko Замётано. ))),positive
"Тот, кто придумал доставку продуктов, гениален. Так в тему с таким состоянием",positive
"Вот так всегда
Вижу у себя в подписчика на рабочей инсте красивых парней, а они либо заняты, либо школьники",neutral
В межсезонье и советы в радость. #находки https://t.co/UL5VGRKIFZ,positive
@Krychek5 неплохо получилось,positive
"да пусть там вдвоём в таком виде..
я не буду мешать 🤗",positive
@clownalcoholic Честно. Из-за Маликова @DmitryMalikov 😌,neutral
а ваша любимая фотка ваших фавок тоже качеством в три квадратика??? https://t.co/faIBs9sbEu,neutral
@MID_RF @RussiaInUSA @USApoRusski @crimea_gov @PMSimferopol @RF_OSCE @Amb_Ulyanov что за крест в твите? вы тоже против поправок? 🤔,negative
ШИППЕРЮ!!!!!! https://t.co/0VFHMNomYk,positive
какую хорео выучить???,neutral
Какая же прекрасная новость 🥰 https://t.co/fyOnkBCb56,positive
@oclt8KuVp9qkKUQ @TryLa1a Вроде март,neutral
@OnlinerBY А смысл? Через стор взять проблемно? Waste of time,negative
Что такое интимное и где его начало? #первичныйбульон,neutral
@morisskaa он с каждым годом всё прекраснее и прекраснее🤧,positive
"я застрелюсь с таким отношением матери ко мне. она открыто сказала, что раз мне похуй на неё, то ей абсолютно похуй на меня.",negative
"тв

кстати лезвие от точилки хуйня ебаная",negative
@World1Amazing Вот куда бы!!!!!,neutral
"и вот оболочка, не всегда самая красивая и приятная, в последнее время набирает больший вес",negative
@_mudblood @echeneidaee ОТВАЛ ВСЕГО КАК ХОРОШО,positive
"@Declinedepth И готовиться отдавать долги за кредиты, которые понабрал их хозяин за 26 лет.",negative
"@moon_llights Рада, что тебе понравилось🥺💜💜",positive
@lokidgarden ыхазхвхвх мне там 14 что ли,neutral
"- А мне зима больше нравится, чем лето. 
- Почему? 
- Территория лучше простреливается.",negative
@_sovestinet_ А до плиты?,neutral
@BTS_twt Я ТАК скучала ГОСПОДИ,positive
@Liana_Akinya Сестра 🤭😉,neutral
Только что опубликовано фото @ Reyna on King https://t.co/Cd3lxXG6DZ,neutral
"Почему когда рисуешь европейцев, тебя не спрашивают «почему ты рисуешь европейцев?», а когда рисуешь азиатов, ну вы поняли.. 🙄",neutral
АААААА ЛЕТО СПАСЕНО БЛАГОДАРЯ ИСИНУ https://t.co/pp6FbocAQM,positive
смотрите какие красивые у меня узоры на ноге отпечатались 🥺🥺 https://t.co/UtIR7rEnkY,positive
@devil_ies Французский,neutral
"но я не особо с кем то общаюсь, да и поддерживаю разговор плохо",negative
@SashkaDashka БЛЯ Я БОЯЛАСЬ ЧТО КТО ТАК ПОШУТИТ ОН РЕБЕНОК ЯСНО,negative
@wasy_invalid Пи.дец.Балаган. по второму кругу пошли.,negative
@Sonya_nya__ гордись !!,positive
"@yana_karch В театр!!!! Погулять по металлургов и Соцгороду, набережная на левом, сходить в грузинский рестик",neutral
неЕт пришла первая домашка пожалуйста заберите ее обратно,negative
@nexiki Я ТОЖЕ ЛЮБЛЮ ТЕБЯ ЭДУУУУууу!!!!!!!!!!!!,positive
"@volkova__v Есть старинная поговорка: ""Рыжий да красный - человек опасный"".",neutral
@__kkly ну что я просто очень люблю ци жуна и се ляня 😭😭,positive
"@reimeess Как вы это находите ! Я даже не нашёл этого , мое любопытство би лайк",positive
@s0diumhydroxide @MA1SBF ТЫ СУПЕР. 🥺❤️,positive
люблю наш город https://t.co/QBVBRCL5WZ,positive
@saduglymad Я даже не знала что есть такая больница в бишкеке 🤡 хотя я в принципе от жизни города отстала,neutral
эта талия??,negative
@qertori @cryingcut1e я хочу написать материал и летом выступать на открытых микрофонах погнали все вместе пхах,positive
@consciencewall ХХАХАХАХАХАХЫДДВЛАДУЗВЗУ БЛЯЯЯЯЯЯЯТЬ Я ТАК ЗАРЖАЛА В ГОЛОС,positive
@rgrachev74 Приятно бухнуть с умным человеком,positive
@AnasteishaPegas ты сумасшествие с первого взгляда😈😈😈,positive
@irisha200881 По обоюдному 😜 даже и забыла такое😇,positive
Марк Кубан: фондовый рынок похож на пузырь доткомов https://t.co/4t7kXuGbPb,neutral
пиздец 👁️👅👁️,negative
"ДЖЕЙКОБ. ТЫ. ЗАЧЕМ ТЫ БЛЯТЬ ПОДМИГИВАЕШЬ НА СВОЕЙ ПАРТИИ, МНЕ ЖЕ ПЛОХО",negative
Девочки решила куда буду поступать 😚✌ https://t.co/6DL0GVY84h,neutral
"Твой плейлист это набор твоих мыслей и чувств, вот мой - это четыре песни по кругу уже пару месяцев",neutral
"@SvobodaRadio Сколько может эта испуганная тётенька, молоть херню.
Ей кто нибудь объяснит реальность.",negative
"Для достатка в доме-долларовое дерево (замиокулькас), в наличии: 🌿1000 руб. https://t.co/Mrq7VBJRQc https://t.co/Wx6X0iaXrY",neutral
"Никуда не хочу выходить 
Прям вообще 
Хочу сидеть дома и ныть,что хочу в деревню",negative
"сейчас думаю взять бутылку алкоголя, пойти в посадку возле дома, лечь там под деревом и разговаривать с воробьями",negative
"ТО ЛИ ДЕЛО 2012 там я знаю очень много
я почти всё это слушала... пока у меня не появились музыкальные предпочтения лмао",positive
я люблю чанбина,positive
@valliscool @polennonx Мне нужно знать название группы в которую я вступила 🤣,neutral
"@Lud_Esh тому, что с вами - нет проблем)",neutral
@shutupfuckk Да,neutral
@AGAiNSTSANJA такой. https://t.co/ZbKZEnXQQG,neutral
мясо просто снос башки,positive
@yana_hT почему я так засмеялась аахахахаха https://t.co/ciX8mXGy63,positive
@kiveaine может сработает как в прошлый раз? :(,neutral
"@V0lgar_s_V0lgi @kompolk Соси у своих красных, уёбище.",negative
"@Avenrag Что... за хуйня.... он адекватный, нет?😂",negative
"@S_Kat_ Порой мне кажется, что там уже давно нечего восстанавливать. Но это звучит слишком депрессивно и странно. Всё окей будет, пройдет",negative
"- есть куча идей
- есть желание и вдохновение 
- есть время и силы

НО

я как бы не умею рисовать https://t.co/WDWDQhNIyO",negative
"@Cheniverse_ Привет ничего дома валяюсь,пошла в фэндом Димаша 🤣",neutral
"@yurvaga @YaKulakova У нас в Литве очень популярна косметика из Белоруси ,и качество и цена доступная",positive
@pronina_001 Ночь-лучшее время..,positive
@pepivuul1 Бубуничка моя,positive
блять у меня еще может стоять Н в журнале СУКААА,negative
ДООБРОЕ УТРО я поспала полчаса и направляюсь за енергетекам,positive
Настойка Из Кедровых Орехов — Средство От Всех Болезней https://t.co/1a6PvQC6ox,neutral
"вчера нефть была большая но по пять, а сегодня ты пидор",negative
ВСЁ. НИКАКИХ ПАУКОВ. https://t.co/ltogAOcSjN,negative
"В деле «Ордена пути» появились новые подробности
 Подробнее: https://t.co/deDeO4aRmC",neutral
"@irisssha200881 Воть так бежала, да? Привет яхонтовая🤗 https://t.co/Wy5EGFnA2M",positive
"Для достатка в доме-долларовое дерево (замиокулькас), в наличии: 🌿1000 руб. https://t.co/Mrq7VBJRQc https://t.co/Wx6X0iaXrY",neutral
"@inna_raz @KorneevAnatoly Как хорошо, что я не курю!!! А то бы ещё желание покурить мешало продлить удовольствиенаходится в кровати!",positive
"Хочу бабл вафлю, но я сама как бабл вафля....",neutral
@korajjk ОО погнали,neutral
обожаю то как каждый раз когда мы смотрим чето с аминой мы такие соу... хау кэн ви мэйк зис эбаут наруто ✨,positive
@migliorebruh ТЫ ЧТО ты правда веселая и у тебя классные шутки я вообще рада что мы начали соо перекидываться 😭😭 вот лови 👉🏻💖,positive
@bbhsun_ что это,neutral
надеюсь это уже ваша любимая рубрика https://t.co/uxXmpU1m3m,positive
@Scarlett_1508 Кто блеванул азиаткой?,negative
@yourtta это флирт у тебя что ли такой?,neutral
"@Cake_Clu Но детям милитаристскими идеями мозг промывать, конечно, будем.",negative
ОБОСРАЛСЯ https://t.co/pDYW9hezth,negative
@alcoholiza И женщины с эпилептическими припадками.,negative
@iamialiahiaui афигеть вау да это же мечта,positive
я не знаю что я чувствую,neutral
"Тот, кто придумал доставку продуктов, гениален. Так в тему с таким состоянием",positive
@yeo_chan_ СКОРЕЕ ВЫЕБУ,negative
Я люблю тебя https://t.co/fYWEADHeI6,positive
Чемпионат четырех континентов 2020 по фигурному катанию https://t.co/raIKOAGyD1,neutral
"@RNomicon Ты своё фото то видел, умник? До тебя уже поправили. А фото не мое, а мужика, который пропутинских мудаков отхуесосил по тв",negative
"@headlessrina ААААА, Я ПОМНЮ ГДЕ-ТО ГОД НАЗАД ИГРАЛА В АЛЬБИОН А ПОТОМ ЗАБЫЛА ПРО НЕЕ",neutral
"@LilStan_Min Ой ,да ладно🤭 ради Юни все что угодно🤭🤭🤭",positive
"@vadymytnytskyi , я опять слушаю Арию. Она все так же качает. 

У меня все.",positive
"зачем мне спичка????
чтоб зажечь огонь в твоих глазах )))",positive
@mapofthekoo БЛЯТЬ Я ДУМАЛА ЭТО ТВ МЕНЯ ЕБНУЛА ЗА ТАНЕЦ,negative
@i_gn4rv Надо для моего треда сделать так же,neutral
Михаил Мишустин: меры по борьбе с коронавирусом в России были своевременные и правильные  https://t.co/bYMCUoZDMk,neutral
один геншин меня любит,positive
А есть ли у мпня выбор спрашивается,neutral
@shimeilii ПОНИМАЮ,neutral
вспомнила как мы с сис делали маме сюрприз на др https://t.co/ob6gR8TPMX,positive
"@Frulla_ Мы с тобою звездопад, два билета на паром, танцевали до утра под неоновым дождём",positive
@drochi420 ань знай что я тебя очень люблю просто знай,positive
@painkiller_4_me УМОЛЯЮ ТЫ—,negative
"Мне мой мужик не дарит цветы,потому что его нет 
А ваш?",negative
@yourfinalsin @acid_beer О нет они нашли меня *скрывается в лесу*,neutral
"@Brown_bearr Да,заебись даже)",positive
@HIPOTERMIJA мне задали в игре п или д написать этот твит с этой картинкой :/,neutral
я не хочу писать курсовую,negative
"Ополченцы сбили МиГ-29 ВВС Украины, который упал в селе Розовка Шахтерского района, 07.08.2014 год. https://t.co/emhCkCIrLk",neutral
"@sharvarko @typodar Что одно, что другое, все кроме Москвы дно.",negative
"Но в тоже время я счастлив, слушая там определённые песни, потому что с ними связаны лучшие события моей жизни и важные мне люди.",positive
@ivaepta Вот что м*ф делает с человеком https://t.co/RRGxZT0MUJ,neutral
@tameyourdem0ns Буду рада :3,positive
"звоню подруге через facetime : 
она : черт  ты правда как тряпка что стало мона боже",negative
@goddamn_robot Боже. Так приятно🤧💟🤧💗🤧💕🤧💖🤧❤️,positive
@alleqmi ты че серьезно думаешь что я сейчас буду отвечать на это все,negative
@NCTsmtown_127 АААА Я ЛЮБЛЮ ВАС 🥺🥺🥺🥺💗💞💞,positive
"Я очень удивлена этому наблюдению, но передо мной будто другой человек был, пиздец. Ребята, не юзайте фен",negative
"@t_felg Занимательны статьи,что дедовщины в армии больше нет,это то же самое написать ,что на зоне по фене больше не ботают",negative
умерла,negative
"Берите в лифт зубочистки: Галкин показал необычный способ защиты от коронавируса
https://t.co/Gw0PpILENf",neutral
@Pjatak @NEpytin НАДО ЗАПРЕТИТЬ ВСЕЙ ВЛАСТИ ЛЕЧИТЬСЯ ЗА ГРАНИЦЕЙ,negative
"@etherealcorn чем ты двигаешь на пенисборде 🤔🤔🤔
надо свой лонгборд расчехлить",neutral
@ItsJay_twt Мне тож интересно можно в дм,neutral
"@lustforcookies О добрался до Перри, что то разные отзывы",neutral
@bipodiss хвала богу има вас,positive
"@iamdarksido Мне нельзя играть в я никогда не, я буду проигрывать вечно",negative
@enthuugh привет! буду только рада!!,positive
@pindik_twt так,neutral
@Kayrin_art Окей,neutral
"Если Нэнси и Джонатан расстанутся, то я вскрою вены",negative
надо загрузить лабу а он упал,negative
"Кажется я сегодня умру
Дистанционка в педагогическом колледж это пиздец, девачки
Надеюсь, что у вам меньше задают https://t.co/47voJvNtQ0",negative
"@grrr_17 не, так не работает",neutral
"@kotyakotika Слишком стар*
Блять, Т9, иди нахуй.",negative
"@polina_txt вот уже не первый раз читаю и понимаю, что тоже хочу, но все забываю зайти..",neutral
"@rykov Похоже, что толковый мужик.",positive
@ustroydestroy20 +++ тебе за пост,positive
ммм.. мне твайс уже на почту пишут про свой мерч.. авххавхвах,neutral
@igoryog126 Если подумать логически - зачем лисичке хлеб? Значит не хлеб..,neutral
@Fair_Revolution он не я,neutral
сижу выбираю себе камеру и мне стало интересно какая камера у сынмина щас поищу,neutral
"@YoongiLisen Надеюсь, что смеялись всё же больше)))",positive
@BTS_twt ЛЮБЛВЬ МОЯ ЛЮБЛЮ ЛЮБЛЮ ЛЮБЛЮ ЛЮБЛЮ ЛЮБЛЮ Я ТЕБЯ ЛЮБЛЮЮЮЮЮЮЮЮЮ ПОАОВРАОАОАОА 😭🥺🥺❤️,positive
@Angel_Bangchan Крашусь с котейкой на коленях😼,positive
"Официально заявляю, что формат А0 это пораждение дьявола",negative
"И да, кстати. Всем спокойной ночи. ♥️",positive
@dobryiden78 @svecha62 Ну там много пидарасни которые ее поддерживают,negative
"@ya_ne_sanya Так, выживут трое?",neutral
@CORYPH_ жарко пипец я вообще не вывожу... у меня от жары голова кружится даже дома я 24/7 под вентиком сижу😔😔😔😔,negative
@liheew лучше не лезь в этот бизнес он только для больших дядь вроде олега,negative
наверное процентов на 200 и это ужасно,negative
А все короче я уже Саске на аву поставила себе,neutral
ФСБ задержала СТАРШЕГО СЛЕДОВАТЕЛЯ на взятке оперативная съёмка https://t.co/WInvfAd57N через @YouTube,negative
ПИЗДЦЕЯЯ,negative
"@Lndcalling Хм, ну может быть и хамство. А перекрытие подачи воды не убийство разве?",negative
"кофеманы заебали. Можно носиться со своим любимым напитком как-то потише? Я вот может водку люблю, но не ору же повсюду ‘водка моя водка’",negative
@strangegirl_19 я всегда на него так и реагировала,neutral
боже дай мне сил не убить этого придурка.,negative
"@ManiacTactile там мог быть я, но ты пропала.. и пришлось искать тебя по фото! и вот я тут",neutral
Почему я второй день стою в пробках в питере? Вы зачем вы вышли из дома,negative
"@ussrlife Конечно, в этом стиле.",neutral
@Oleg_Lark Мой любимый,positive
@Mortimerrrrrr1 Да и чо дальше,neutral
@aoria_aoria Тебе написал?,neutral
@nuidisudagovno близнецы))) уизли))) переоценены)))),neutral
"@dirtyserpent Мне тут полгода из-за погоды плохо. Пробовала жить на юге России, было хорошо каждый день",negative
@your_onni99 Я молчу https://t.co/aAGRHQNWTx,neutral
Чёрный когда(всегда) обидили его бУлЬТеРьЕриХу https://t.co/VR6VeKNk0g,neutral
вот эта скромность чана заставляет любить его больше и говорить ему о том какой он самый лучший парень,positive
"@black_bun_ Ну я хочу познакомиться, у меня девушки нет)",neutral
эх я бы сейчас могла спокойно за чаем матча сгонять заодно и разными хлопьями и зажить как истинный подросток,positive
я срала на эту биологию,negative
"СУКА
ЕБУЧАЯ ТЕЛЕПРОГРАММА
УРОДЫ БЛЯТЬ ХУЛИ ВЫ ЕЁ МЕНЯЕТЕ
Я УЖЕ ВТОРОЙ ДЕНЬ ПРОСРАЛА ИЗ-ЗА ТОГО ЧТО ВЫ МЕНЯЕТЕ ТЕЛЕПРОГРАММУ СУКА БЛЯТЬ",negative
"@Cardinal_Whale @xopyc_akcimand @nicolasmrabbit понял, но мне похуй",negative
"Такое ощущение, что все ебанулись и скачут

Бесите",negative
"@anyuj0 ОЙ, ТАК Я ЕГО ЗНАЮ.",neutral
@temmo4ka Там себя особа одна умной считает даже.,negative
"@glacies_virgo Бля, на каком-то сайте было рпг по хф...",negative
@kth_myboo_ так уютно🥺,positive
@_vaskerr Я нэжно,positive
хочу обнимашки 😞,positive
ощущаю на себе выражение «влачить своё существование»,negative
"как же мне хочется вступить в какой-нибудь фандом, но все кроме гп кажется мне скучным :(",negative
@AxionArinin @8Wedma Сам бог велел!))),positive
@itssanlee Вау,positive
Я не ожидала что атака титанов мне так в душу западёт,positive
@korolovez69 Вот и я о том же. Просто хочу узнать откуда это взялось,neutral
@Krychek5 неплохо получилось,positive
"@KEK_Enot Айщ, у меня сейчас лицо треснет от улыбки",positive
"@Dendanben123 я решил сменить ориентацию потому что я не забыла про то что я тебе и Андрею нагрубила

...wtf...",neutral
@spacelordrock @StrannikXX1 Обожаю это город !,positive
@dddddied АХАХАХАХАХХА,positive
"Скажите мне, что мне кажется что моя кукуха поехала...",neutral
"@summatosha @klimyshkinfulu1 8 тыс . нервных окончаний? 
Моя жизнь теперь не будет прежней..",neutral
Сладеньких снов всем кто увидит этот твит💫💙💫💙💫💙,positive
Меня бы подобный выбор каста разочаровал еще больше чем нетфликс боже блять и это на азиатов гонят за то что они на одно лицо,negative
@Vrklvch это во всем мире так,neutral
@itssanlee оу.. сочувствую(,negative
Масяня и Харухи Судзумия могли бы подружиться,positive
"@daf1b7e0f63b487 Шалом, найконос, Пермь чей?",neutral
@quakexwinter Блин теперь нельзя голосовать за я/Джемма 😔,negative
Ко мне уже что раз подходили цыганки с фразой: «остерегайся Насть»....каких Насть??меня всю жизнь окружают змеи с именем Юля!!!,negative
"Когда рисую, становится как-то спокойнее что ли... https://t.co/tpZkidHjRP",positive
"@aa_russian За Карабах воевали Армения и Азейбарджан, а контроль передали российским войскам. Так чему радоватся?",negative
"Ну пипец, пары прощайте, я вас ненавидел и так. https://t.co/caT9AKAHkk",negative
"@Dshanaur Ты обязательно будешь в порядке, я верю в тебя. Пей побольше воды с лимоном и отдыхай",positive
@Li60120523 Хах)💓,positive
"Мои руки не крылья, да и люди не птицы
Я лечу выше, только чтобы разбиться",negative
@BTS_twt А ну ок уже иду говорит с телеком,neutral
@cxidinfo @Luckyman_1108 Осу!,neutral
"@youryenna Ого, молодец
Почему решила закончить?",positive
"@mediazzzona Раша сходит с ума не по дням, а по часам",negative
Господи... Интересно когда люди поймут что нельзя отвечать на чужие чувства если у тебя ИХ НЕТ,negative
Мое любимое это каждый четверг смотреть с Яной новую серию беременна в 16,positive
@O7_yaga_blya_ru @RubinjPaseka Куда?,neutral
"блин, скучаю по листям",positive
"@Urody это вроде мувикуовская, да?",neutral
"@yoperniiteatr каеф
когда удается отрастить, тоже так натачиваю
и вообще мечтаю о когтях",positive
@KYUNGSOOCATBOY вика ты разбиваешь мне сердце 💜💜💜💜😭,negative
"@back_to_90th Это бутылка старого ГОСТа, до появления ""евробутылки""",neutral
"Продам 3-комнатную вторичку 49.0 м² этаж 3/5 3500000 руб г Свободный Северный район, микрорайон С... https://t.co/mCh3BcI2Og",neutral
"@_Fashington Она же все равно молчала, что ее удерживать..",neutral
@NNurpo Хобокен вспоминаем,neutral
блять чувствую себя студентом меда,neutral
@tw_moonchild КАК НОЧЬЮ СПАТЬ БЛЯТЬ,negative
Мои новые обои feat. @_tomato_hater https://t.co/EMwDHqJiDu,positive
@wenbebie юнги это просто бисексуальная мечта лол,positive
может все не так уж и плохо..................... https://t.co/nMvep5yro0,positive
А Я КСТАТИ ВЫРОСЛА НА 1 (ОДИН) САНТИМЕТР,neutral
@strelkovaaaaaaa Мое уважение,neutral
"Подруга говорит что мне пора уже завести семью
А мне как бы не пора
Мне одной вообще норм было, есть и будет",neutral
"@meowbiteskissu я весь день не ем, а только когда приезжаю домой и на ночь ем всегда",neutral
"...
И я не знаю каков процент
Заболевших на данный час
Но если верить глазам и ушам
Больше в несколько раз",negative
"@VRSoloviev Обсуди своё моральное состояние с Господом, пока не поздно...",negative
"@martkoshka0603 🤪😄😄
Доброе утро 😘🤗😘🤗Чую сложно будет в график входить 🤪",positive
ну короче говоря да я не спала всю ночь и собираюсь сегодня делать дела типа знаете продуктивность и всё такое,negative
@rnqiing Смириться и продолжать шутить👁👁,negative
➡ Юрий Дудь и Little Big покорили сердца зрителей YouTube в 2020 году https://t.co/oilJ40iheD,positive
милун такой тюю 💓🤲🏻 https://t.co/GvRn6p8O4s,positive
"@murmur_nana Сделай может для начала узи брюшной полости и сходи к врачу, что скажет",neutral
"@naebalawaswseh У нас наоборот был дикий холод чуть ли не в свитере и куртке сидели
Но даже с такими условиями русский сдался на отлично✊🏻",positive
"00:00
Я гуглю правила дореволюционной русского языка...
Карантин, что ты со мной делаешь?",negative
"@dandveeli бля ну вообще то он ниндзя, они выполняют заказные убийства и прочую хуйню...",negative
"Вспомнила, как половиной страницы Ворда описывала, как мой персонаж заваривает чай. https://t.co/SfkGO7riAL",neutral
@_backstagequeen @ododecembriste Ещё бы ты был против таких солнышек как мы),negative
"Там реально будет с кем встретиться и что посетить, легендарный",positive
"@__Egorka88 Не завтра, мб на выходных",neutral
@AleksandrN4Real @sergeenko_i Страну надо закрывать.,negative
"@_seven__eleven все в порядке, ты не должна извиняться, я просто удивилась и посмеялась",positive
@AKuznetsovLv @StirnaGun Например @sigulda_aizrauj,neutral
@tanidzaki1 @Urban_Gorn_NB @exellence666 @luciaMusaeva Когда ип открыл малое предприятие досуга😂,neutral
@a2Ws0N1O1prDNBk Что-то непонятно.,neutral
Настроение оказаться в чистилище https://t.co/1EB509rBLZ,negative
@zamay86 замай сегодня че то разошёлся,neutral
Господи... Интересно когда люди поймут что нельзя отвечать на чужие чувства если у тебя ИХ НЕТ,negative
"интересно. и очень тру.
только я гипотоник и от своего гнева мёрзну. https://t.co/FplHCZY40K",negative
@nie_varta @Skrepppi Красота какая!,positive
@Im_Direxioner на полном серьезе считаю эту песню самой лучшей в альбоме 🥺,positive
"стоп, а почему у неё чёрные зрачки- https://t.co/rgEcLXIvn2",neutral
@iiimkyu скорее всего,neutral
@RonnieRaclke Блять это что буквально шапка,negative
@Missed_ вот это плейлист!,positive
"@m_ultiplicity Дарова, крутая кофта",positive
@Angie_Enzorry @simonoff_112 @SKazachka Костры и со скалы это было прекрасное время,positive
@vakurov_ru Рабская злоба,negative
@ru_rbc Даже не смешно... Запрещальщик,negative
"@aavst Когда тебя уже, пидрила подпутинская, траванут ?",negative
@isangtoyourmom хорошо главное не выгори!!!,positive
в смысле блять у чону материнские чувства а у меня к нему материнские чувства и что мы сейчас будем делать,negative
@bebesyoma И это хх в конце ему 13????,neutral
@bokutokoutaroo @girlsbetterboys @tyong0801 мАГМА ТЕЧЕТ В НАШИХ ВЕНАХ РАСКАЛЯЯ СЕРДЦА,neutral
@Marishka1970 @qU1wtv08HoS7vhl Что с кофе не выдавали?,neutral
@ariellelange Я и сейчас,neutral
Оу какие глазки https://t.co/u14dz9mVPQ,positive
"@chimi_koko_bop_ а то я блин подумала, хаха, что это фанатки Мью Суппасита, хаха",positive
@moriskzn @_crash_n_burn @regett Пользаки на проде протестят,neutral
"Все получится, когда рядом настоящий друг.

#шутка #собака #собаки #юмор #бигль #друг #собакадругчеловека https://t.co/tDnaiZ0nAg",positive
@dvaimeni и тебе 🥺,neutral
"@di_nahu1 намного лучше. ты как, солнце?",positive
Вздох Рин пиздани им плиз они даже меня задрали https://t.co/IXTlAtjbw6,negative
Ходить по ленте и пытаться угадать фамилии это лучшее развлечение на сегодняшний вечер,neutral
Чонгук будто вернулся в прошлое в ссср https://t.co/3DT3iqNzFC,neutral
"@kapralushka Это норма, к сожалению. Многих с работы увольняют из-за старых твитов",negative
или правильнее сказать все ещё имеджин,neutral
"@lenarush_ Эх! Лена, не было бы мне 84 года, может я бы к тебе, в Питер, на чай махнул.",neutral
я скачала симс наканецто НАКАНЕЦТО,positive
@litttlettthing Я также блинчики готовлю 🤝,positive
правша *👺👺👺👺,neutral
@SpiritOfSiberia @br020201 Меняю на полное собрание сочинений Ленина,neutral
опять аниме про онлайн игры....когда-нибудь они закончатся или нет,negative
@DarkDanteXIII -учи других убивать демонов.,negative
"Жду одну штукенцию.
Надеюсь, на успех.
Чтоб не нервничать, твичу.
Не обрашайте внимание🤗🥳",positive
В Покровском районе от удара молнии пострадали парень и девушкаhttps://t.co/cd6a3CvsbS,negative
"@omelamustdie Пошли они нахуй, нужно в первую очередь чтобы комфортно было тебе",negative
я собираюсь прыгнуть в огонь я так скучаю по 1 сезону 😭,negative
синоптики би лайк: ну знаешь по ощущениям на 20.5°С тянет https://t.co/zKaBqQ9wz9,neutral
на ласт пис должно быт миллиард просмотров и лайков!!! ничего не знаю живо смотреть ласт пис и стримить альбом замечательных мальчиков,positive
"@fullhausss Гражданину Германии нужно приложить много усилий, чтобы оказаться без крыши над головой.Это прямо сильно нужно постараться",neutral
@taessst мы с тобой тоже пока.......хуйня какая то,negative
Только что опубликовано фото @ Surgut https://t.co/aFSLNBt9FL,neutral
"@Fucking_Sunflow ГРЯЗНО, ПОТОМУ ЧТО ТУТ СКРИН МОЕГО ПРОФИЛЯ",negative
я такая крысааа,negative
кто мне заплатит за то что я семь минут потратила чтоб узнать что есть три основных типа рифмовки,negative
"@_dearpercocet ааааа блин очень классный!! жаль, что забыла забрать ((",positive
@MeansMolotov И снова в ту же лужу – речь не о России. Хватит квасного патриотизма.,negative
ужасно горжусь ними и наверное буду стэнить их до старости,positive
"Ребят, может кто знает , где требуются работники на послеобеденную смену?",neutral
"@iamastepp вроде да, нормально себя чувствую, ты как?",neutral
"О БОЖЕ МОЙ, ТЫ СМЕНИЛ ОФОРМУ
ВО-ПЕРВЫХ, ЭТО НИХУЯ СЕБЕ СОБЫТИЕ
А ВО-ВТОРЫХ, Я ОБОЖАЮ ЭТОГО ЧУВАКА
@nuada_hulio",positive
"Хорошо, Соня, повторяем за мной.
Мы не обижаемся на людей.
Давай ещё раз.
МЫ НЕ ОБИЖАЕМСЯ НА ЛЮДЕЙ.",positive
Маска с блестками✨ https://t.co/dUAzidnUNr,neutral
@_Fashington Жалкий,negative
