text,label,id
@vaschepohuy ЭТО ТЫ УВЕРЯЮ ТЕБЯ ЭТО ТОЧНО ТЫ,neutral,1229052346140909569
"@vikachkavi @goldenlljon Мой около двух косарей стоит
Ни разу не пожалела 
Запахов ноль, дыма дофига, можно курить везде где только хочется",positive,1321221585114746883
@meduzaproject _#вп тупoe аблезлое ботексное xyйлo идинaxyй из крыма вaлинaxyй пaгaнaя шлюxa ленинградская кoнчeнaя пpoблядь eвpeйcкaя_1_,negative,1297620714661588992
В вк давно так? Я прост давно не слушала там музыку. https://t.co/PATCSvbqVL,neutral,1311264588445425664
@YahooolsMariya Графика зачёт! 👍🏻 Можно еще через https://t.co/Ih80eJh6Sy,positive,1221577312073850881
@to111n1t Внатуре,neutral,1241023908951797760
"@tetrapakwithbld Да не, это-то понятно. Я прост имела в виду, что именно считается достаточным количеством воды)",neutral,1304525801539371013
@NaOladushek НУ СКАЗАЛ И СКАЗАЛ,neutral,1326606379415691271
я считаю это мем года https://t.co/xoVKj5y8Mj,positive,1218052288964632576
"@traktor1947 Да нет, я думал, без зрителей",neutral,1239449669215936512
"@Bullgunnyah Ильдар эмоциальный шо аж пипец,прям кайф",positive,1254843251426832387
@dg8uwOMFYW8768 @marinakav_ @9tiMTV1q0qgVIsl @Nazlovragine Может он веткой ошибся?,neutral,1331254880376328193
@morisskaa он с каждым годом всё прекраснее и прекраснее🤧,positive,1277946593581416448
@elyastra Что это за новое стекло? Я готова чувствовать себя живой снова,positive,1253406299666223104
@kjkuska @mayzerlin ОН МЁРТВ УЖЕ ОЧЕНЬ ДАВНО,negative,1293875159271641094
@tomastorozhenko @vesti_news в том  что среди россиян не  осталось ни одного  здравомыслящего  гуманоида  не сомневается ни один украинец,negative,1301470406285627393
Мальчик из Питера только жди меня.. Жди меня :&gt;,positive,1289600144275431424
@alya_rsun спасибо рада что делаю чей-то день лучше!! 😭😭😭😭😭😭😭😭💞💓💞💓💕💖💓💞💗💞💗💖💓💖💓💞💓💞💓💕💓💖💓💕💗💞💗💕💓💖💗💞💗💞💗💕💗💕💗💖💗💖💗💕💗💞💗💖💗,positive,1277205057386287104
@inkasyka_ зайка держись я надеюсь что все будет хорошо,positive,1310238233880559617
"@Olyushka7677 Значит, уже ворованный. А говорите о честности.",negative,1226736884816150529
@cliquewhoo красный,neutral,1307979471140671488
"Я чувствую как качается пресс
Кашель и у тебя пресс круче , чем у качков",positive,1217509311129227266
@Protivizam1 хахахахаххаха😂🤣🤣🤣🤣🤣🤣,positive,1288235246450814979
На самом деле 30.03.2020 Бывшая жена газового короля https://t.co/J53vR60uVX,neutral,1244577306535964672
обожаю https://t.co/EV07ysWV4Y,positive,1263818499958484992
@lena_skl красивая ты,positive,1290666982262571008
Отправляюсь под плед баеньки,neutral,1343646230145093635
@nenyzhnayaa Ты тоже смотрела¿¿¿¿¿,neutral,1334560075843821574
ВАУ КАК КРАСИВО,positive,1335586543667449856
плизз скажите какой у вас идеал твиттерской??? хочу быть вашим идеальном🥺🤲🏼 https://t.co/PdkBlHRB5S,positive,1335290102839439362
@PZAmin_Veronica ТАК НЕ ПОРТЬ ПОДКАТ🥺🥺🥺💜,positive,1299423137109549061
"@Jj0lWDV5pKDy0uY @alex05sv Огурцы, перец и помидоры я думаю недели через 2-3 понадобится.",neutral,1243537878317219844
@art100780 @sohi1962 Тоже хорошо😁,positive,1273332519405002753
Я оценилa городскую новинку «Электробусы курсируют уже по 33 маршрутам» в проекте «Активный гражданин» https://t.co/dWohQOi50z,neutral,1287737365784657921
ВИ ЛЛ ТЭЙК ТУ ХАЙВЕЙ ТУ ХЭВЕН ЭНД АЙ КЕНТ ВЭЙТ ТУ ЛОВ Ю ОЛ ЭЛОООН https://t.co/7lmXrd5usa,neutral,1316597834725109760
@raratata3 @11Lad И никому даже в голову не придёт рассказать как правильно какать на поправки.,negative,1255705575184306177
ПРОСТО БЛЯТЬ ЧТО ЗА ХУЙНЯ ПРОИСХОДИТ В ЭТОМ СЕЗОНЕ,negative,1267481079478456326
"Все болеют за топовые команды,а я болею за FlyToMoon😎
@FTM_dota2",positive,1253989165332643840
"Кто работал, кто устал, свою жизнь тот проебал",negative,1323337968032112641
@Elena40793944 И то правда!!!! Улыбаемся во весь рот!!! 🤣 https://t.co/ZambdlSvbk,positive,1280390853597544448
радфем ебанутые,negative,1303694792489082880
Мое любимое это каждый четверг смотреть с Яной новую серию беременна в 16,positive,1250786357032685570
ура историк снова ушел в рассказы о кладбищах 😗✌🏻😋,positive,1314470076914053120
"Как же жаль что я тот человек которому нужно всем делиться с кем-то, блять",negative,1248736860714786816
@rodtignis Теперь никуда не отпущу моего котенка https://t.co/URDWUXEemA,positive,1261461066237665280
"@_lavellie_ ДОРОГАЯ, Я ТЕБЯ ТАК ЛЮБЛЮ. 💜💜💜",positive,1326145404405211136
"@huyandere у них, что, только две крайности? либо забить, либо захотеть оперировать без полного осмотра? 😃",negative,1273172905204080641
"@mint_smoothie_ Вроде бы ничего страшного, если научится её контролировать и относится к ней хорошо",positive,1229465162106667008
@dioniss126 Задрали уже! По ходу опять у них рентген сдох.,negative,1259431933261512705
@Hy_Haxep_ @Skuratov69 У каждого там был свой оползень,neutral,1249175337440862209
Ставлю линзы в перерывах между икотой,neutral,1292888415701270531
"@omeliyakitty44 Здравоохранение сокращают. Надо же от куда то взять на содержание Медведева $1 млн./день:
https://t.co/ivXaHcfF4D",negative,1292306732832694279
@evgesha_tu Может это отличная идея для тату,positive,1323996888996188167
я гений,positive,1277700295636680707
"@pushkapavlushka Время 4 часа ночи, я взоржала так, что проснулась соседка",positive,1259286265083711488
"заебали меня эти ебаные сайты, нигде, сука, фильм нормально не посмотреть, блять",negative,1242470721520951302
Завтракаю в книжном и вспоминаю лето https://t.co/aPIW3iyPYr,neutral,1323173836527980544
@vi_elyakova японские порошки и концентраты ),neutral,1305446937802551296
Как прекратить есть сладкое https://t.co/2h43fpV4GO,neutral,1305147380606668800
@HobiSunBTS0613 твой мозг— обожаю,positive,1259211962996719616
@BTS_twt ты блин лучший надеюсь лыба потому что узнал что у тебя есть деньги чтоб купить билет на чемов в питере,positive,1235181696452096001
@snob_project Нарышкин?он же клоун,negative,1326203457796247554
Я на автомате уже пятый день дохожу до двери...,neutral,1298655793416482817
@kachtanyi Дошел до ручки,negative,1289589373302763521
"посмотрите кто-нибудь ""импровизацию""..
я хочу кидать артонов хоть кому-то, пожалуйста ╥﹏╥
они же такие милые и новогодние..((",positive,1341141182093668352
"@polsan91 наездник, может,сразу лошадь",negative,1250664831281254406
@jxomichu я задарю тебя любовью но лопнуть не дам !!,positive,1278056694032019456
"как МАГ может вернуть любимого без ГРЕХА?? ? и вените ли вы, что белая https://t.co/ECvpB4wPgl",neutral,1256874494167318528
"@jl_yaywoo @jelly_is_alive Серьезно, шикарное аниме, я недавно пересматривал",positive,1299454867036045313
Сегодня день твайс я слушаю только их  https://t.co/RICzwybsPq,neutral,1249426886662520832
"@DRIVEyoucRazy89 Отличная работа! Я вами очень довольна. 5 баллов лично вам, и 30 Гриффиндору. Обещаю еще поблажку на экзамене /подмигнула/",positive,1299279503173140482
@jnemirine хорошо☺️,neutral,1296185247663611904
Хочу ехать за рулем Ауди и слушать татарские песни!!!,neutral,1260079085021208576
@shininwithyou8 вау😮,positive,1251607656286093319
Я хочу яблоко обожечки,positive,1222885779703242757
@TXT_members мы гордимся тобой 🥰,positive,1268581811652788225
"@myrevolutionrus С хулиганами, осуждёнными может, с народом - нет.",neutral,1293888446793240577
@HOOLIBRS Кто сказал,neutral,1263201794689204225
"В москве столько крутых мест.... Я хочу туда..... Наверняка и у нас есть некоторые, кроме стены где памятник битлз",positive,1320340001134153729
"я может съедаю одну шоколадку и пару конфет за две недели но на этом все 
а оно все портится",neutral,1257993307977846784
@raspberriesy Аналогично,neutral,1272139453855862786
Я всегда оставляю подсказки :(,negative,1313442896033591297
@aksioman Я опять не люблю тебя матерно!,negative,1337065543321456643
"Беседа «Интернет, как сфера распространения идеологии терроризма» https://t.co/zSzupxArIG",negative,1220403926144618500
"ужасно, я снова хорни.",negative,1245793587595542529
@olga_gunarsen Так 🗿🗿🗿,neutral,1251506351244804097
люблю наш город https://t.co/QBVBRCL5WZ,positive,1266750700136079360
у меня вопрос Что я вообще пишу мне пора спать но я НЕ МОГУ,negative,1269475001272582147
@USEmbBy @vits2014 Умылись сеча с путой ? !,negative,1270089034770141192
"— Я слежу за тобой, пидрила.
— Ну да, ну да... https://t.co/7hXoqS9M7t",negative,1292901363513344002
@_Melnichenko Замётано. ))),positive,1297465072453902336
"Тот, кто придумал доставку продуктов, гениален. Так в тему с таким состоянием",positive,1270721795889348611
"Вот так всегда
Вижу у себя в подписчика на рабочей инсте красивых парней, а они либо заняты, либо школьники",neutral,1320298121012957187
В межсезонье и советы в радость. #находки https://t.co/UL5VGRKIFZ,positive,1289253585683800065
@Krychek5 неплохо получилось,positive,1317080678807326720
"да пусть там вдвоём в таком виде..
я не буду мешать 🤗",positive,1317439304386465794
@clownalcoholic Честно. Из-за Маликова @DmitryMalikov 😌,neutral,1304026469652455428
а ваша любимая фотка ваших фавок тоже качеством в три квадратика??? https://t.co/faIBs9sbEu,neutral,1328141624707346435
@MID_RF @RussiaInUSA @USApoRusski @crimea_gov @PMSimferopol @RF_OSCE @Amb_Ulyanov что за крест в твите? вы тоже против поправок? 🤔,negative,1286600994609147904
ШИППЕРЮ!!!!!! https://t.co/0VFHMNomYk,positive,1332033527743975424
какую хорео выучить???,neutral,1325773302531547143
Какая же прекрасная новость 🥰 https://t.co/fyOnkBCb56,positive,1315879803422224389
@oclt8KuVp9qkKUQ @TryLa1a Вроде март,neutral,1274594916862058504
@OnlinerBY А смысл? Через стор взять проблемно? Waste of time,negative,1273885534205739008
Что такое интимное и где его начало? #первичныйбульон,neutral,1272500289812287488
@morisskaa он с каждым годом всё прекраснее и прекраснее🤧,positive,1277946593581416448
"я застрелюсь с таким отношением матери ко мне. она открыто сказала, что раз мне похуй на неё, то ей абсолютно похуй на меня.",negative,1332676447476047874
"тв

кстати лезвие от точилки хуйня ебаная",negative,1309222872586559488
@World1Amazing Вот куда бы!!!!!,neutral,1338413387093520387
"и вот оболочка, не всегда самая красивая и приятная, в последнее время набирает больший вес",negative,1293858293975339013
@_mudblood @echeneidaee ОТВАЛ ВСЕГО КАК ХОРОШО,positive,1262814496852246530
"@Declinedepth И готовиться отдавать долги за кредиты, которые понабрал их хозяин за 26 лет.",negative,1340235501815664641
"@moon_llights Рада, что тебе понравилось🥺💜💜",positive,1336643223046008832
@lokidgarden ыхазхвхвх мне там 14 что ли,neutral,1257005054428622852
"- А мне зима больше нравится, чем лето. 
- Почему? 
- Территория лучше простреливается.",negative,1309405630994747399
@_sovestinet_ А до плиты?,neutral,1317873645524557826
@BTS_twt Я ТАК скучала ГОСПОДИ,positive,1293578357741891590
@Liana_Akinya Сестра 🤭😉,neutral,1253368307668967424
Только что опубликовано фото @ Reyna on King https://t.co/Cd3lxXG6DZ,neutral,1340363516188844032
"Почему когда рисуешь европейцев, тебя не спрашивают «почему ты рисуешь европейцев?», а когда рисуешь азиатов, ну вы поняли.. 🙄",neutral,1335277578647695362
АААААА ЛЕТО СПАСЕНО БЛАГОДАРЯ ИСИНУ https://t.co/pp6FbocAQM,positive,1280548823664922636
смотрите какие красивые у меня узоры на ноге отпечатались 🥺🥺 https://t.co/UtIR7rEnkY,positive,1281254192355708939
@devil_ies Французский,neutral,1226424753084358656
"но я не особо с кем то общаюсь, да и поддерживаю разговор плохо",negative,1324058176149458946
@SashkaDashka БЛЯ Я БОЯЛАСЬ ЧТО КТО ТАК ПОШУТИТ ОН РЕБЕНОК ЯСНО,negative,1318877850016120834
@wasy_invalid Пи.дец.Балаган. по второму кругу пошли.,negative,1266801711278100481
@Sonya_nya__ гордись !!,positive,1225496582977720321
"@yana_karch В театр!!!! Погулять по металлургов и Соцгороду, набережная на левом, сходить в грузинский рестик",neutral,1330802226906935298
неЕт пришла первая домашка пожалуйста заберите ее обратно,negative,1326486757840465920
@nexiki Я ТОЖЕ ЛЮБЛЮ ТЕБЯ ЭДУУУУууу!!!!!!!!!!!!,positive,1313636559640563715
"@volkova__v Есть старинная поговорка: ""Рыжий да красный - человек опасный"".",neutral,1301475036759547909
@__kkly ну что я просто очень люблю ци жуна и се ляня 😭😭,positive,1311566926464913408
"@reimeess Как вы это находите ! Я даже не нашёл этого , мое любопытство би лайк",positive,1274683542501539840
@s0diumhydroxide @MA1SBF ТЫ СУПЕР. 🥺❤️,positive,1316437046077120512
люблю наш город https://t.co/QBVBRCL5WZ,positive,1266750700136079360
@saduglymad Я даже не знала что есть такая больница в бишкеке 🤡 хотя я в принципе от жизни города отстала,neutral,1275178197722726401
эта талия??,negative,1325988961072926720
@qertori @cryingcut1e я хочу написать материал и летом выступать на открытых микрофонах погнали все вместе пхах,positive,1330519597917868032
@consciencewall ХХАХАХАХАХАХЫДДВЛАДУЗВЗУ БЛЯЯЯЯЯЯЯТЬ Я ТАК ЗАРЖАЛА В ГОЛОС,positive,1325582088418938880
@rgrachev74 Приятно бухнуть с умным человеком,positive,1241111750264655880
@AnasteishaPegas ты сумасшествие с первого взгляда😈😈😈,positive,1310629541484859394
@irisha200881 По обоюдному 😜 даже и забыла такое😇,positive,1238052378781323265
Марк Кубан: фондовый рынок похож на пузырь доткомов https://t.co/4t7kXuGbPb,neutral,1272217245586841602
пиздец 👁️👅👁️,negative,1258392572134858752
"ДЖЕЙКОБ. ТЫ. ЗАЧЕМ ТЫ БЛЯТЬ ПОДМИГИВАЕШЬ НА СВОЕЙ ПАРТИИ, МНЕ ЖЕ ПЛОХО",negative,1309765061871890432
Девочки решила куда буду поступать 😚✌ https://t.co/6DL0GVY84h,neutral,1290746644674367490
"Твой плейлист это набор твоих мыслей и чувств, вот мой - это четыре песни по кругу уже пару месяцев",neutral,1253190712440623105
"@SvobodaRadio Сколько может эта испуганная тётенька, молоть херню.
Ей кто нибудь объяснит реальность.",negative,1305554232305758209
"Для достатка в доме-долларовое дерево (замиокулькас), в наличии: 🌿1000 руб. https://t.co/Mrq7VBJRQc https://t.co/Wx6X0iaXrY",neutral,1302944997709352960
"Никуда не хочу выходить 
Прям вообще 
Хочу сидеть дома и ныть,что хочу в деревню",negative,1276200777439207428
"сейчас думаю взять бутылку алкоголя, пойти в посадку возле дома, лечь там под деревом и разговаривать с воробьями",negative,1285300953307140102
"ТО ЛИ ДЕЛО 2012 там я знаю очень много
я почти всё это слушала... пока у меня не появились музыкальные предпочтения лмао",positive,1247397262956822529
я люблю чанбина,positive,1282744919287894017
@valliscool @polennonx Мне нужно знать название группы в которую я вступила 🤣,neutral,1320389196138381312
"@Lud_Esh тому, что с вами - нет проблем)",neutral,1242432666626072576
@shutupfuckk Да,neutral,1234482497590845440
@AGAiNSTSANJA такой. https://t.co/ZbKZEnXQQG,neutral,1343970823112163329
мясо просто снос башки,positive,1246206529411448833
@yana_hT почему я так засмеялась аахахахаха https://t.co/ciX8mXGy63,positive,1241692808169357313
@kiveaine может сработает как в прошлый раз? :(,neutral,1336262912915230721
"@V0lgar_s_V0lgi @kompolk Соси у своих красных, уёбище.",negative,1317899117562155008
"@Avenrag Что... за хуйня.... он адекватный, нет?😂",negative,1259634774009880580
"@S_Kat_ Порой мне кажется, что там уже давно нечего восстанавливать. Но это звучит слишком депрессивно и странно. Всё окей будет, пройдет",negative,1303712433735950337
"- есть куча идей
- есть желание и вдохновение 
- есть время и силы

НО

я как бы не умею рисовать https://t.co/WDWDQhNIyO",negative,1256329482081726465
"@Cheniverse_ Привет ничего дома валяюсь,пошла в фэндом Димаша 🤣",neutral,1243435654744363008
"@yurvaga @YaKulakova У нас в Литве очень популярна косметика из Белоруси ,и качество и цена доступная",positive,1296435815422349312
@pronina_001 Ночь-лучшее время..,positive,1257805189219745793
@pepivuul1 Бубуничка моя,positive,1241109363697299460
блять у меня еще может стоять Н в журнале СУКААА,negative,1335061857179209728
ДООБРОЕ УТРО я поспала полчаса и направляюсь за енергетекам,positive,1338650260432953347
Настойка Из Кедровых Орехов — Средство От Всех Болезней https://t.co/1a6PvQC6ox,neutral,1314467119900381184
"вчера нефть была большая но по пять, а сегодня ты пидор",negative,1252300303648657410
ВСЁ. НИКАКИХ ПАУКОВ. https://t.co/ltogAOcSjN,negative,1270469353289515009
"В деле «Ордена пути» появились новые подробности
 Подробнее: https://t.co/deDeO4aRmC",neutral,1239827194341449728
"@irisssha200881 Воть так бежала, да? Привет яхонтовая🤗 https://t.co/Wy5EGFnA2M",positive,1288733043231010817
"Для достатка в доме-долларовое дерево (замиокулькас), в наличии: 🌿1000 руб. https://t.co/Mrq7VBJRQc https://t.co/Wx6X0iaXrY",neutral,1302944997709352960
"@inna_raz @KorneevAnatoly Как хорошо, что я не курю!!! А то бы ещё желание покурить мешало продлить удовольствиенаходится в кровати!",positive,1230558931748962308
"Хочу бабл вафлю, но я сама как бабл вафля....",neutral,1265566065125449730
@korajjk ОО погнали,neutral,1305132117526020097
обожаю то как каждый раз когда мы смотрим чето с аминой мы такие соу... хау кэн ви мэйк зис эбаут наруто ✨,positive,1295082191848976390
@migliorebruh ТЫ ЧТО ты правда веселая и у тебя классные шутки я вообще рада что мы начали соо перекидываться 😭😭 вот лови 👉🏻💖,positive,1251566241724104705
@bbhsun_ что это,neutral,1331531075315769347
надеюсь это уже ваша любимая рубрика https://t.co/uxXmpU1m3m,positive,1273258607388364804
@Scarlett_1508 Кто блеванул азиаткой?,negative,1219601509677174784
@yourtta это флирт у тебя что ли такой?,neutral,1251452936791699456
"@Cake_Clu Но детям милитаристскими идеями мозг промывать, конечно, будем.",negative,1234537346533613573
ОБОСРАЛСЯ https://t.co/pDYW9hezth,negative,1316716151871811584
@alcoholiza И женщины с эпилептическими припадками.,negative,1339884535060815873
@iamialiahiaui афигеть вау да это же мечта,positive,1284955887929643008
я не знаю что я чувствую,neutral,1308973055612530688
"Тот, кто придумал доставку продуктов, гениален. Так в тему с таким состоянием",positive,1270721795889348611
@yeo_chan_ СКОРЕЕ ВЫЕБУ,negative,1248315987482619905
Я люблю тебя https://t.co/fYWEADHeI6,positive,1315369507628748800
Чемпионат четырех континентов 2020 по фигурному катанию https://t.co/raIKOAGyD1,neutral,1223290253252808704
"@RNomicon Ты своё фото то видел, умник? До тебя уже поправили. А фото не мое, а мужика, который пропутинских мудаков отхуесосил по тв",negative,1335688427510099968
"@headlessrina ААААА, Я ПОМНЮ ГДЕ-ТО ГОД НАЗАД ИГРАЛА В АЛЬБИОН А ПОТОМ ЗАБЫЛА ПРО НЕЕ",neutral,1309842887182635013
"@LilStan_Min Ой ,да ладно🤭 ради Юни все что угодно🤭🤭🤭",positive,1311417911236493319
"@vadymytnytskyi , я опять слушаю Арию. Она все так же качает. 

У меня все.",positive,1246409449801162752
"зачем мне спичка????
чтоб зажечь огонь в твоих глазах )))",positive,1262165906450452481
@mapofthekoo БЛЯТЬ Я ДУМАЛА ЭТО ТВ МЕНЯ ЕБНУЛА ЗА ТАНЕЦ,negative,1263216252459323394
@i_gn4rv Надо для моего треда сделать так же,neutral,1319930439943991297
Михаил Мишустин: меры по борьбе с коронавирусом в России были своевременные и правильные  https://t.co/bYMCUoZDMk,neutral,1296860899739947008
один геншин меня любит,positive,1341016762238836736
А есть ли у мпня выбор спрашивается,neutral,1302668295280242689
@shimeilii ПОНИМАЮ,neutral,1326445167147184128
вспомнила как мы с сис делали маме сюрприз на др https://t.co/ob6gR8TPMX,positive,1220494267275259905
"@Frulla_ Мы с тобою звездопад, два билета на паром, танцевали до утра под неоновым дождём",positive,1269990493800316929
@drochi420 ань знай что я тебя очень люблю просто знай,positive,1236691679454920704
@painkiller_4_me УМОЛЯЮ ТЫ—,negative,1302355366680899591
"Мне мой мужик не дарит цветы,потому что его нет 
А ваш?",negative,1304769800988696583
@yourfinalsin @acid_beer О нет они нашли меня *скрывается в лесу*,neutral,1244648739702222850
"@Brown_bearr Да,заебись даже)",positive,1298173532338376705
@HIPOTERMIJA мне задали в игре п или д написать этот твит с этой картинкой :/,neutral,1292118593145057281
я не хочу писать курсовую,negative,1336617402897997824
"Ополченцы сбили МиГ-29 ВВС Украины, который упал в селе Розовка Шахтерского района, 07.08.2014 год. https://t.co/emhCkCIrLk",neutral,1291959561906278400
"@sharvarko @typodar Что одно, что другое, все кроме Москвы дно.",negative,1340141947864961025
"Но в тоже время я счастлив, слушая там определённые песни, потому что с ними связаны лучшие события моей жизни и важные мне люди.",positive,1235426773837508608
@ivaepta Вот что м*ф делает с человеком https://t.co/RRGxZT0MUJ,neutral,1308830717707784193
@tameyourdem0ns Буду рада :3,positive,1235111643207610368
"звоню подруге через facetime : 
она : черт  ты правда как тряпка что стало мона боже",negative,1242739811317841921
@goddamn_robot Боже. Так приятно🤧💟🤧💗🤧💕🤧💖🤧❤️,positive,1246809557055217664
@alleqmi ты че серьезно думаешь что я сейчас буду отвечать на это все,negative,1223347841013370880
@NCTsmtown_127 АААА Я ЛЮБЛЮ ВАС 🥺🥺🥺🥺💗💞💞,positive,1236587723651235840
"Я очень удивлена этому наблюдению, но передо мной будто другой человек был, пиздец. Ребята, не юзайте фен",negative,1234436712585142272
"@t_felg Занимательны статьи,что дедовщины в армии больше нет,это то же самое написать ,что на зоне по фене больше не ботают",negative,1320678087223398400
умерла,negative,1335580700968366088
"Берите в лифт зубочистки: Галкин показал необычный способ защиты от коронавируса
https://t.co/Gw0PpILENf",neutral,1243083807156305920
@Pjatak @NEpytin НАДО ЗАПРЕТИТЬ ВСЕЙ ВЛАСТИ ЛЕЧИТЬСЯ ЗА ГРАНИЦЕЙ,negative,1296801898452914176
"@etherealcorn чем ты двигаешь на пенисборде 🤔🤔🤔
надо свой лонгборд расчехлить",neutral,1231087086880555008
@ItsJay_twt Мне тож интересно можно в дм,neutral,1225347068601958402
"@lustforcookies О добрался до Перри, что то разные отзывы",neutral,1293783907985510400
@bipodiss хвала богу има вас,positive,1250297968088895488
"@iamdarksido Мне нельзя играть в я никогда не, я буду проигрывать вечно",negative,1287464916375539713
@enthuugh привет! буду только рада!!,positive,1283394012984926209
@pindik_twt так,neutral,1212351403559182336
@Kayrin_art Окей,neutral,1320286003664486400
"Если Нэнси и Джонатан расстанутся, то я вскрою вены",negative,1260698462095659010
надо загрузить лабу а он упал,negative,1334151286384680967
"Кажется я сегодня умру
Дистанционка в педагогическом колледж это пиздец, девачки
Надеюсь, что у вам меньше задают https://t.co/47voJvNtQ0",negative,1243079902271856641
"@grrr_17 не, так не работает",neutral,1288801271957393409
"@kotyakotika Слишком стар*
Блять, Т9, иди нахуй.",negative,1229339089700368385
"@polina_txt вот уже не первый раз читаю и понимаю, что тоже хочу, но все забываю зайти..",neutral,1322304785098395648
"@rykov Похоже, что толковый мужик.",positive,1285230275102990337
@ustroydestroy20 +++ тебе за пост,positive,1288449898325725184
ммм.. мне твайс уже на почту пишут про свой мерч.. авххавхвах,neutral,1266407232801030144
@igoryog126 Если подумать логически - зачем лисичке хлеб? Значит не хлеб..,neutral,1263906618099617794
@Fair_Revolution он не я,neutral,1251127974709137408
сижу выбираю себе камеру и мне стало интересно какая камера у сынмина щас поищу,neutral,1269308353165090816
"@YoongiLisen Надеюсь, что смеялись всё же больше)))",positive,1280846283687759873
@BTS_twt ЛЮБЛВЬ МОЯ ЛЮБЛЮ ЛЮБЛЮ ЛЮБЛЮ ЛЮБЛЮ ЛЮБЛЮ Я ТЕБЯ ЛЮБЛЮЮЮЮЮЮЮЮЮ ПОАОВРАОАОАОА 😭🥺🥺❤️,positive,1233013102909829120
@Angel_Bangchan Крашусь с котейкой на коленях😼,positive,1272097049425711104
"Официально заявляю, что формат А0 это пораждение дьявола",negative,1329031928612335616
"И да, кстати. Всем спокойной ночи. ♥️",positive,1314602172298997760
@dobryiden78 @svecha62 Ну там много пидарасни которые ее поддерживают,negative,1280586517874987008
"@ya_ne_sanya Так, выживут трое?",neutral,1300017281263636480
@CORYPH_ жарко пипец я вообще не вывожу... у меня от жары голова кружится даже дома я 24/7 под вентиком сижу😔😔😔😔,negative,1284827936483418112
@liheew лучше не лезь в этот бизнес он только для больших дядь вроде олега,negative,1309385863227465729
наверное процентов на 200 и это ужасно,negative,1270456686495567876
А все короче я уже Саске на аву поставила себе,neutral,1276216690628530182
ФСБ задержала СТАРШЕГО СЛЕДОВАТЕЛЯ на взятке оперативная съёмка https://t.co/WInvfAd57N через @YouTube,negative,1292048879622541312
ПИЗДЦЕЯЯ,negative,1330871051253932033
"@Lndcalling Хм, ну может быть и хамство. А перекрытие подачи воды не убийство разве?",negative,1309053024216678401
"кофеманы заебали. Можно носиться со своим любимым напитком как-то потише? Я вот может водку люблю, но не ору же повсюду ‘водка моя водка’",negative,1322536667190861825
@strangegirl_19 я всегда на него так и реагировала,neutral,1278329390900838400
боже дай мне сил не убить этого придурка.,negative,1306613101119320074
"@ManiacTactile там мог быть я, но ты пропала.. и пришлось искать тебя по фото! и вот я тут",neutral,1262132867913613316
Почему я второй день стою в пробках в питере? Вы зачем вы вышли из дома,negative,1301912179705249794
"@ussrlife Конечно, в этом стиле.",neutral,1255146617075666946
@Oleg_Lark Мой любимый,positive,1239614241147101184
@Mortimerrrrrr1 Да и чо дальше,neutral,1251551809111560194
@aoria_aoria Тебе написал?,neutral,1299272515483840513
@nuidisudagovno близнецы))) уизли))) переоценены)))),neutral,1303050325079846912
"@dirtyserpent Мне тут полгода из-за погоды плохо. Пробовала жить на юге России, было хорошо каждый день",negative,1333352149837811712
@your_onni99 Я молчу https://t.co/aAGRHQNWTx,neutral,1263142055200636930
Чёрный когда(всегда) обидили его бУлЬТеРьЕриХу https://t.co/VR6VeKNk0g,neutral,1327971893773799434
вот эта скромность чана заставляет любить его больше и говорить ему о том какой он самый лучший парень,positive,1307676604643016704
"@black_bun_ Ну я хочу познакомиться, у меня девушки нет)",neutral,1342975808391032836
эх я бы сейчас могла спокойно за чаем матча сгонять заодно и разными хлопьями и зажить как истинный подросток,positive,1251118080350134272
я срала на эту биологию,negative,1339418979887173632
"СУКА
ЕБУЧАЯ ТЕЛЕПРОГРАММА
УРОДЫ БЛЯТЬ ХУЛИ ВЫ ЕЁ МЕНЯЕТЕ
Я УЖЕ ВТОРОЙ ДЕНЬ ПРОСРАЛА ИЗ-ЗА ТОГО ЧТО ВЫ МЕНЯЕТЕ ТЕЛЕПРОГРАММУ СУКА БЛЯТЬ",negative,1270307662874451971
"@Cardinal_Whale @xopyc_akcimand @nicolasmrabbit понял, но мне похуй",negative,1216389616539967490
"Такое ощущение, что все ебанулись и скачут

Бесите",negative,1255775053834334209
"@anyuj0 ОЙ, ТАК Я ЕГО ЗНАЮ.",neutral,1270617202530680832
@temmo4ka Там себя особа одна умной считает даже.,negative,1312662608684691461
"@glacies_virgo Бля, на каком-то сайте было рпг по хф...",negative,1291645001663950848
@kth_myboo_ так уютно🥺,positive,1333113028380938241
@_vaskerr Я нэжно,positive,1298658616174575618
хочу обнимашки 😞,positive,1303599552415571968
ощущаю на себе выражение «влачить своё существование»,negative,1248008993798115328
"как же мне хочется вступить в какой-нибудь фандом, но все кроме гп кажется мне скучным :(",negative,1286304994195636235
@AxionArinin @8Wedma Сам бог велел!))),positive,1311939393247162369
@itssanlee Вау,positive,1250490230781759490
Я не ожидала что атака титанов мне так в душу западёт,positive,1333134813562368002
@korolovez69 Вот и я о том же. Просто хочу узнать откуда это взялось,neutral,1295005641610629123
@Krychek5 неплохо получилось,positive,1317080678807326720
"@KEK_Enot Айщ, у меня сейчас лицо треснет от улыбки",positive,1295838458414604289
"@Dendanben123 я решил сменить ориентацию потому что я не забыла про то что я тебе и Андрею нагрубила

...wtf...",neutral,1270559572785274880
